time,open,high,low,close,position,strategy,status_trade,pts_final,cstrategy,equity
2024-01-02 09:00:00,135250.0,135265.0,134885.0,134935.0,0,0.0,0,0.0,0.0,30000.0
2024-01-02 09:05:00,134930.0,134930.0,134755.0,134775.0,-1,298.0,1,1500.0,298.0,30298.0
2024-01-02 09:10:00,134780.0,134820.0,134755.0,134790.0,0,0.0,0,0.0,298.0,30298.0
2024-01-03 09:00:00,133925.0,134020.0,133705.0,133750.0,-1,-82.0,-1,-400.0,216.0,30216.0
2024-01-03 09:05:00,133750.0,133840.0,133620.0,133825.0,0,0.0,0,0.0,216.0,30216.0
2024-01-03 09:10:00,133820.0,133865.0,133750.0,133825.0,0,0.0,0,0.0,216.0,30216.0
2024-01-03 09:15:00,133825.0,133830.0,133715.0,133745.0,-1,-82.0,-1,-400.0,134.0,30134.0
2024-01-03 09:20:00,133750.0,133800.0,133725.0,133770.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:25:00,133770.0,133825.0,133725.0,133820.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:30:00,133825.0,133905.0,133810.0,133860.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:35:00,133860.0,133940.0,133855.0,133930.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:40:00,133930.0,133980.0,133915.0,133970.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:45:00,133970.0,134065.0,133955.0,134030.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:50:00,134035.0,134095.0,134025.0,134075.0,0,0.0,0,0.0,134.0,30134.0
2024-01-03 09:55:00,134075.0,134080.0,133945.0,133945.0,-1,-82.0,-1,-400.0,52.0,30052.0
2024-01-03 10:00:00,133945.0,134045.0,133920.0,133935.0,-1,-82.0,-1,-400.0,-30.0,29970.0
2024-01-03 10:05:00,133935.0,133995.0,133905.0,133945.0,0,0.0,0,0.0,-30.0,29970.0
2024-01-03 10:10:00,133945.0,134080.0,133905.0,134060.0,0,0.0,0,0.0,-30.0,29970.0
2024-01-03 10:15:00,134060.0,134290.0,134060.0,134265.0,1,-82.0,-1,-400.0,-112.0,29888.0
2024-01-03 10:20:00,134260.0,134315.0,134180.0,134210.0,-1,-82.0,-1,-400.0,-194.0,29806.0
2024-01-03 10:25:00,134210.0,134305.0,134205.0,134245.0,1,-82.0,-1,-400.0,-276.0,29724.0
2024-01-03 10:30:00,134240.0,134340.0,134215.0,134320.0,1,-82.0,-1,-400.0,-358.0,29642.0
2024-01-03 10:35:00,134320.0,134335.0,134225.0,134240.0,-1,-82.0,-1,-400.0,-440.0,29560.0
2024-01-03 10:40:00,134235.0,134270.0,134010.0,134020.0,-1,-82.0,-1,-400.0,-522.0,29478.0
2024-01-03 10:45:00,134025.0,134055.0,133930.0,133950.0,-1,-82.0,-1,-400.0,-604.0,29396.0
2024-01-03 10:50:00,133950.0,133965.0,133690.0,133775.0,-1,-82.0,-1,-400.0,-686.0,29314.0
2024-01-03 10:55:00,133780.0,133860.0,133725.0,133775.0,0,0.0,0,0.0,-686.0,29314.0
2024-01-03 11:00:00,133775.0,133915.0,133760.0,133855.0,0,0.0,0,0.0,-686.0,29314.0
2024-01-03 11:05:00,133855.0,133970.0,133820.0,133925.0,0,0.0,0,0.0,-686.0,29314.0
2024-01-03 11:10:00,133925.0,133980.0,133850.0,133865.0,-1,-82.0,-1,-400.0,-768.0,29232.0
2024-01-03 11:15:00,133865.0,134070.0,133865.0,134045.0,1,-82.0,-1,-400.0,-850.0,29150.0
2024-01-03 11:20:00,134050.0,134085.0,133920.0,133935.0,-1,-82.0,-1,-400.0,-932.0,29068.0
2024-01-03 11:25:00,133935.0,133995.0,133900.0,133935.0,0,0.0,0,0.0,-932.0,29068.0
2024-01-03 11:30:00,133935.0,134160.0,133900.0,134150.0,1,-82.0,-1,-400.0,-1014.0,28986.0
2024-01-03 11:35:00,134150.0,134520.0,134110.0,134420.0,1,-82.0,-1,-400.0,-1096.0,28904.0
2024-01-03 11:40:00,134425.0,134495.0,134245.0,134255.0,0,0.0,0,0.0,-1096.0,28904.0
2024-01-03 11:45:00,134250.0,134385.0,134180.0,134380.0,1,-82.0,-1,-400.0,-1178.0,28822.0
2024-01-03 11:50:00,134380.0,134585.0,134260.0,134285.0,0,0.0,0,0.0,-1178.0,28822.0
2024-01-03 11:55:00,134285.0,134310.0,134110.0,134140.0,-1,-82.0,-1,-400.0,-1260.0,28740.0
2024-01-03 12:00:00,134145.0,134565.0,134065.0,134490.0,1,-82.0,-1,-400.0,-1342.0,28658.0
2024-01-03 12:05:00,134490.0,134595.0,134415.0,134430.0,0,0.0,0,0.0,-1342.0,28658.0
2024-01-03 12:10:00,134430.0,134465.0,134330.0,134400.0,0,0.0,0,0.0,-1342.0,28658.0
2024-01-03 12:15:00,134400.0,134590.0,134300.0,134565.0,1,-82.0,-1,-400.0,-1424.0,28576.0
2024-01-03 12:20:00,134570.0,134700.0,134450.0,134690.0,1,-82.0,-1,-400.0,-1506.0,28494.0
2024-01-03 12:25:00,134690.0,134745.0,134610.0,134610.0,0,0.0,0,0.0,-1506.0,28494.0
2024-01-03 12:30:00,134615.0,134655.0,134485.0,134490.0,0,0.0,0,0.0,-1506.0,28494.0
2024-01-03 12:35:00,134490.0,134510.0,134320.0,134345.0,-1,-82.0,-1,-400.0,-1588.0,28412.0
2024-01-03 12:40:00,134350.0,134425.0,134260.0,134325.0,-1,-82.0,-1,-400.0,-1670.0,28330.0
2024-01-03 12:45:00,134330.0,134450.0,134285.0,134410.0,1,-82.0,-1,-400.0,-1752.0,28248.0
2024-01-03 12:50:00,134415.0,134655.0,134395.0,134530.0,1,-82.0,-1,-400.0,-1834.0,28166.0
2024-01-03 12:55:00,134530.0,134545.0,134415.0,134495.0,0,0.0,0,0.0,-1834.0,28166.0
2024-01-03 13:00:00,134495.0,134660.0,134495.0,134570.0,1,-82.0,-1,-400.0,-1916.0,28084.0
